Pair,Delta (microHz)
34.157135-27.910223,6.246912
34.204400-27.910223,6.294177
34.228033-27.910223,6.317810
34.259543-27.910223,6.349320
34.275298-27.910223,6.365075
34.306809-27.910223,6.396586
34.330441-27.910223,6.420218
34.354074-27.910223,6.443851
34.401339-27.910223,6.491116
34.417094-27.910223,6.506871
34.456482-27.910223,6.546259
34.480115-27.910223,6.569892
34.495870-27.910223,6.585647
34.535258-27.910223,6.625035
34.606156-27.910223,6.695933
34.645544-27.910223,6.735321
35.055177-27.910223,7.144954
35.133953-27.910223,7.223730
35.157586-27.910223,7.247363
35.212729-27.910223,7.302506
35.228484-27.910223,7.318261
35.259994-27.910223,7.349771
35.291505-27.910223,7.381282
35.330892-27.910223,7.420669
35.354525-27.910223,7.444302
35.370280-27.910223,7.460057
35.393913-27.910223,7.483690
35.417546-27.910223,7.507323
35.433301-27.910223,7.523078
35.480566-27.910223,7.570343
35.519954-27.910223,7.609731
35.535709-27.910223,7.625486
35.575097-27.910223,7.664874
35.606607-27.910223,7.696384
35.638118-27.910223,7.727895
35.685383-27.910223,7.775160
35.740526-27.910223,7.830303
35.795669-27.910223,7.885446
35.819302-27.910223,7.909079
35.890200-27.910223,7.979977
35.921710-27.910223,8.011487
35.937465-27.910223,8.027242
35.953220-27.910223,8.042997
35.992608-27.910223,8.082385
36.016241-27.910223,8.106018
36.031996-27.910223,8.121773
36.047751-27.910223,8.137528
36.063506-27.910223,8.153283
36.079261-27.910223,8.169038
36.095016-27.910223,8.184793
36.118649-27.910223,8.208426
36.142282-27.910223,8.232059
36.173792-27.910223,8.263569
36.197425-27.910223,8.287202
36.228935-27.910223,8.318712
36.252568-27.910223,8.342345
36.268323-27.910223,8.358100
36.323466-27.910223,8.413243
36.394364-27.910223,8.484141
37.914735-27.910223,10.004512
37.977755-27.910223,10.067532
38.040776-27.910223,10.130553
38.064408-27.910223,10.154185
38.111674-27.910223,10.201451
38.158939-27.910223,10.248716
38.190450-27.910223,10.280227
38.206205-27.910223,10.295982
38.245593-27.910223,10.335370
38.269225-27.910223,10.359002
38.308613-27.910223,10.398390
38.324368-27.910223,10.414145
38.340123-27.910223,10.429900
38.355878-27.910223,10.445655
38.379511-27.910223,10.469288
38.395266-27.910223,10.485043
38.426777-27.910223,10.516554
38.466164-27.910223,10.555941
38.497675-27.910223,10.587452
38.615838-27.910223,10.705615
38.631593-27.910223,10.721370
38.663104-27.910223,10.752881
38.718247-27.910223,10.808024
38.773390-27.910223,10.863167
38.875798-27.910223,10.965575
38.899431-27.910223,10.989208
38.970329-27.910223,11.060106
39.238166-27.910223,11.327943
39.324819-27.910223,11.414596
39.348452-27.910223,11.438229
39.450860-27.910223,11.540637
39.608412-27.910223,11.698189
39.671432-27.910223,11.761209
39.718698-27.910223,11.808475
39.742330-27.910223,11.832107
39.797473-27.910223,11.887250
39.836861-27.910223,11.926638
39.923514-27.910223,12.013291
39.986535-27.910223,12.076312
40.025923-27.910223,12.115700
40.041678-27.910223,12.131455
40.057433-27.910223,12.147210
40.112576-27.910223,12.202353
40.128331-27.910223,12.218108
40.183474-27.910223,12.273251
40.230740-27.910223,12.320517
40.254372-27.910223,12.344149
40.270127-27.910223,12.359904
40.301638-27.910223,12.391415
40.348903-27.910223,12.438680
40.388291-27.910223,12.478068
40.419801-27.910223,12.509578
40.435556-27.910223,12.525333
40.608863-27.910223,12.698640
40.750659-27.910223,12.840436
42.302540-27.910223,14.392317
42.349805-27.910223,14.439582
42.365561-27.910223,14.455338
42.404948-27.910223,14.494725
42.444336-27.910223,14.534113
42.460091-27.910223,14.549868
42.491602-27.910223,14.581379
42.562500-27.910223,14.652277
42.586132-27.910223,14.675909
42.814582-27.910223,14.904359
42.861847-27.910223,14.951624
43.050909-27.910223,15.140686
43.838666-27.910223,15.928443
43.996217-27.910223,16.085994
44.130136-27.910223,16.219913
44.145891-27.910223,16.235668
44.169524-27.910223,16.259301
44.248299-27.910223,16.338076
44.516137-27.910223,16.605914
46.776999-27.910223,18.866776
27.957489-27.933856,0.023633
27.981121-27.933856,0.047265
28.004754-27.933856,0.070898
28.020509-27.933856,0.086653
28.036264-27.933856,0.102408
28.052020-27.933856,0.118164
28.075652-27.933856,0.141796
28.193816-27.933856,0.259960
28.430143-27.933856,0.496287
29.265165-27.933856,1.331309
29.304553-27.933856,1.370697
29.438472-27.933856,1.504616
29.454227-27.933856,1.520371
29.469982-27.933856,1.536126
29.501492-27.933856,1.567636
29.643288-27.933856,1.709432
29.682676-27.933856,1.748820
29.745697-27.933856,1.811841
29.792962-27.933856,1.859106
29.832350-27.933856,1.898494
29.911126-27.933856,1.977270
29.934758-27.933856,2.000902
29.982024-27.933856,2.048168
29.997779-27.933856,2.063923
30.013534-27.933856,2.079678
30.029289-27.933856,2.095433
30.076555-27.933856,2.142699
30.100187-27.933856,2.166331
30.115942-27.933856,2.182086
30.139575-27.933856,2.205719
30.155330-27.933856,2.221474
30.178963-27.933856,2.245107
30.202596-27.933856,2.268740
30.249861-27.933856,2.316005
30.281371-27.933856,2.347515
30.297126-27.933856,2.363270
30.320759-27.933856,2.386903
30.352269-27.933856,2.418413
30.375902-27.933856,2.442046
30.391657-27.933856,2.457801
30.454678-27.933856,2.520822
30.501943-27.933856,2.568087
30.533453-27.933856,2.599597
30.549209-27.933856,2.615353
30.596474-27.933856,2.662618
30.627984-27.933856,2.694128
30.911577-27.933856,2.977721
30.935209-27.933856,3.001353
30.982475-27.933856,3.048619
31.037618-27.933856,3.103762
31.108516-27.933856,3.174660
31.195169-27.933856,3.261313
31.226679-27.933856,3.292823
31.266067-27.933856,3.332211
31.289700-27.933856,3.355844
31.336965-27.933856,3.403109
31.360598-27.933856,3.426742
31.384231-27.933856,3.450375
31.399986-27.933856,3.466130
31.415741-27.933856,3.481885
31.470884-27.933856,3.537028
31.533905-27.933856,3.600049
31.565415-27.933856,3.631559
31.589048-27.933856,3.655192
31.636313-27.933856,3.702457
31.707211-27.933856,3.773355
31.722966-27.933856,3.789110
31.738721-27.933856,3.804865
31.762354-27.933856,3.828498
31.793864-27.933856,3.860008
31.833252-27.933856,3.899396
31.849007-27.933856,3.915151
31.888395-27.933856,3.954539
31.912028-27.933856,3.978172
31.943538-27.933856,4.009682
31.990804-27.933856,4.056948
32.022314-27.933856,4.088458
32.053824-27.933856,4.119968
32.069579-27.933856,4.135723
32.093212-27.933856,4.159356
32.132600-27.933856,4.198744
32.148355-27.933856,4.214499
32.187743-27.933856,4.253887
32.235008-27.933856,4.301152
32.290151-27.933856,4.356295
32.313784-27.933856,4.379928
32.447702-27.933856,4.513846
32.494968-27.933856,4.561112
32.526478-27.933856,4.592622
32.557988-27.933856,4.624132
32.573744-27.933856,4.639888
32.715540-27.933856,4.781684
33.345745-27.933856,5.411889
33.377256-27.933856,5.443400
33.416643-27.933856,5.482787
33.456031-27.933856,5.522175
33.582072-27.933856,5.648216
33.660848-27.933856,5.726992
33.708113-27.933856,5.774257
33.723868-27.933856,5.790012
33.747501-27.933856,5.813645
33.771134-27.933856,5.837278
33.786889-27.933856,5.853033
33.842032-27.933856,5.908176
33.857787-27.933856,5.923931
33.873542-27.933856,5.939686
33.897175-27.933856,5.963319
33.920808-27.933856,5.986952
33.936563-27.933856,6.002707
33.968073-27.933856,6.034217
34.007461-27.933856,6.073605
34.031094-27.933856,6.097238
34.070481-27.933856,6.136625
34.101992-27.933856,6.168136
34.117747-27.933856,6.183891
34.141380-27.933856,6.207524
34.157135-27.933856,6.223279
34.204400-27.933856,6.270544
34.228033-27.933856,6.294177
34.259543-27.933856,6.325687
34.275298-27.933856,6.341442
34.306809-27.933856,6.372953
34.330441-27.933856,6.396585
34.354074-27.933856,6.420218
34.401339-27.933856,6.467483
34.417094-27.933856,6.483238
34.456482-27.933856,6.522626
34.480115-27.933856,6.546259
34.495870-27.933856,6.562014
34.535258-27.933856,6.601402
34.606156-27.933856,6.672300
34.645544-27.933856,6.711688
35.055177-27.933856,7.121321
35.133953-27.933856,7.200097
35.157586-27.933856,7.223730
35.212729-27.933856,7.278873
35.228484-27.933856,7.294628
35.259994-27.933856,7.326138
35.291505-27.933856,7.357649
35.330892-27.933856,7.397036
35.354525-27.933856,7.420669
35.370280-27.933856,7.436424
35.393913-27.933856,7.460057
35.417546-27.933856,7.483690
35.433301-27.933856,7.499445
35.480566-27.933856,7.546710
35.519954-27.933856,7.586098
35.535709-27.933856,7.601853
35.575097-27.933856,7.641241
35.606607-27.933856,7.672751
35.638118-27.933856,7.704262
35.685383-27.933856,7.751527
35.740526-27.933856,7.806670
35.795669-27.933856,7.861813
35.819302-27.933856,7.885446
35.890200-27.933856,7.956344
35.921710-27.933856,7.987854
35.937465-27.933856,8.003609
35.953220-27.933856,8.019364
35.992608-27.933856,8.058752
36.016241-27.933856,8.082385
36.031996-27.933856,8.098140
36.047751-27.933856,8.113895
36.063506-27.933856,8.129650
36.079261-27.933856,8.145405
36.095016-27.933856,8.161160
36.118649-27.933856,8.184793
36.142282-27.933856,8.208426
36.173792-27.933856,8.239936
36.197425-27.933856,8.263569
36.228935-27.933856,8.295079
36.252568-27.933856,8.318712
36.268323-27.933856,8.334467
36.323466-27.933856,8.389610
36.394364-27.933856,8.460508
37.914735-27.933856,9.980879
37.977755-27.933856,10.043899
38.040776-27.933856,10.106920
38.064408-27.933856,10.130552
38.111674-27.933856,10.177818
38.158939-27.933856,10.225083
38.190450-27.933856,10.256594
38.206205-27.933856,10.272349
38.245593-27.933856,10.311737
38.269225-27.933856,10.335369
38.308613-27.933856,10.374757
38.324368-27.933856,10.390512
38.340123-27.933856,10.406267
38.355878-27.933856,10.422022
38.379511-27.933856,10.445655
38.395266-27.933856,10.461410
38.426777-27.933856,10.492921
38.466164-27.933856,10.532308
38.497675-27.933856,10.563819
38.615838-27.933856,10.681982
38.631593-27.933856,10.697737
38.663104-27.933856,10.729248
38.718247-27.933856,10.784391
38.773390-27.933856,10.839534
38.875798-27.933856,10.941942
38.899431-27.933856,10.965575
38.970329-27.933856,11.036473
39.238166-27.933856,11.304310
39.324819-27.933856,11.390963
39.348452-27.933856,11.414596
39.450860-27.933856,11.517004
39.608412-27.933856,11.674556
39.671432-27.933856,11.737576
39.718698-27.933856,11.784842
39.742330-27.933856,11.808474
39.797473-27.933856,11.863617
39.836861-27.933856,11.903005
39.923514-27.933856,11.989658
39.986535-27.933856,12.052679
40.025923-27.933856,12.092067
40.041678-27.933856,12.107822
40.057433-27.933856,12.123577
40.112576-27.933856,12.178720
40.128331-27.933856,12.194475
40.183474-27.933856,12.249618
40.230740-27.933856,12.296884
40.254372-27.933856,12.320516
40.270127-27.933856,12.336271
40.301638-27.933856,12.367782
40.348903-27.933856,12.415047
40.388291-27.933856,12.454435
40.419801-27.933856,12.485945
40.435556-27.933856,12.501700
40.608863-27.933856,12.675007
40.750659-27.933856,12.816803
42.302540-27.933856,14.368684
42.349805-27.933856,14.415949
42.365561-27.933856,14.431705
42.404948-27.933856,14.471092
42.444336-27.933856,14.510480
42.460091-27.933856,14.526235
42.491602-27.933856,14.557746
42.562500-27.933856,14.628644
42.586132-27.933856,14.652276
42.814582-27.933856,14.880726
42.861847-27.933856,14.927991
43.050909-27.933856,15.117053
43.838666-27.933856,15.904810
43.996217-27.933856,16.062361
44.130136-27.933856,16.196280
44.145891-27.933856,16.212035
44.169524-27.933856,16.235668
44.248299-27.933856,16.314443
44.516137-27.933856,16.582281
46.776999-27.933856,18.843143
27.981121-27.957489,0.023632
28.004754-27.957489,0.047265
28.020509-27.957489,0.063020
28.036264-27.957489,0.078775
28.052020-27.957489,0.094531
28.075652-27.957489,0.118163
28.193816-27.957489,0.236327
28.430143-27.957489,0.472654
29.265165-27.957489,1.307676
29.304553-27.957489,1.347064
29.438472-27.957489,1.480983
29.454227-27.957489,1.496738
29.469982-27.957489,1.512493
29.501492-27.957489,1.544003
29.643288-27.957489,1.685799
29.682676-27.957489,1.725187
29.745697-27.957489,1.788208
29.792962-27.957489,1.835473
29.832350-27.957489,1.874861
29.911126-27.957489,1.953637
29.934758-27.957489,1.977269
29.982024-27.957489,2.024535
29.997779-27.957489,2.040290
30.013534-27.957489,2.056045
30.029289-27.957489,2.071800
30.076555-27.957489,2.119066
30.100187-27.957489,2.142698
30.115942-27.957489,2.158453
30.139575-27.957489,2.182086
30.155330-27.957489,2.197841
30.178963-27.957489,2.221474
30.202596-27.957489,2.245107
30.249861-27.957489,2.292372
30.281371-27.957489,2.323882
30.297126-27.957489,2.339637
30.320759-27.957489,2.363270
30.352269-27.957489,2.394780
30.375902-27.957489,2.418413
30.391657-27.957489,2.434168
30.454678-27.957489,2.497189
30.501943-27.957489,2.544454
30.533453-27.957489,2.575964
30.549209-27.957489,2.591720
30.596474-27.957489,2.638985
30.627984-27.957489,2.670495
30.911577-27.957489,2.954088
30.935209-27.957489,2.977720
30.982475-27.957489,3.024986
31.037618-27.957489,3.080129
31.108516-27.957489,3.151027
31.195169-27.957489,3.237680
31.226679-27.957489,3.269190
31.266067-27.957489,3.308578
31.289700-27.957489,3.332211
31.336965-27.957489,3.379476
31.360598-27.957489,3.403109
31.384231-27.957489,3.426742
31.399986-27.957489,3.442497
31.415741-27.957489,3.458252
31.470884-27.957489,3.513395
31.533905-27.957489,3.576416
31.565415-27.957489,3.607926
31.589048-27.957489,3.631559
31.636313-27.957489,3.678824
31.707211-27.957489,3.749722
31.722966-27.957489,3.765477
31.738721-27.957489,3.781232
31.762354-27.957489,3.804865
31.793864-27.957489,3.836375
31.833252-27.957489,3.875763
31.849007-27.957489,3.891518
31.888395-27.957489,3.930906
31.912028-27.957489,3.954539
31.943538-27.957489,3.986049
31.990804-27.957489,4.033315
32.022314-27.957489,4.064825
32.053824-27.957489,4.096335
32.069579-27.957489,4.112090
32.093212-27.957489,4.135723
32.132600-27.957489,4.175111
32.148355-27.957489,4.190866
32.187743-27.957489,4.230254
32.235008-27.957489,4.277519
32.290151-27.957489,4.332662
32.313784-27.957489,4.356295
32.447702-27.957489,4.490213
32.494968-27.957489,4.537479
32.526478-27.957489,4.568989
32.557988-27.957489,4.600499
32.573744-27.957489,4.616255
32.715540-27.957489,4.758051
33.345745-27.957489,5.388256
33.377256-27.957489,5.419767
33.416643-27.957489,5.459154
33.456031-27.957489,5.498542
33.582072-27.957489,5.624583
33.660848-27.957489,5.703359
33.708113-27.957489,5.750624
33.723868-27.957489,5.766379
33.747501-27.957489,5.790012
33.771134-27.957489,5.813645
33.786889-27.957489,5.829400
33.842032-27.957489,5.884543
33.857787-27.957489,5.900298
33.873542-27.957489,5.916053
33.897175-27.957489,5.939686
33.920808-27.957489,5.963319
33.936563-27.957489,5.979074
33.968073-27.957489,6.010584
34.007461-27.957489,6.049972
34.031094-27.957489,6.073605
34.070481-27.957489,6.112992
34.101992-27.957489,6.144503
34.117747-27.957489,6.160258
34.141380-27.957489,6.183891
34.157135-27.957489,6.199646
34.204400-27.957489,6.246911
34.228033-27.957489,6.270544
34.259543-27.957489,6.302054
34.275298-27.957489,6.317809
34.306809-27.957489,6.349320
34.330441-27.957489,6.372952
34.354074-27.957489,6.396585
34.401339-27.957489,6.443850
34.417094-27.957489,6.459605
34.456482-27.957489,6.498993
34.480115-27.957489,6.522626
34.495870-27.957489,6.538381
34.535258-27.957489,6.577769
34.606156-27.957489,6.648667
34.645544-27.957489,6.688055
35.055177-27.957489,7.097688
35.133953-27.957489,7.176464
35.157586-27.957489,7.200097
35.212729-27.957489,7.255240
35.228484-27.957489,7.270995
35.259994-27.957489,7.302505
35.291505-27.957489,7.334016
35.330892-27.957489,7.373403
35.354525-27.957489,7.397036
35.370280-27.957489,7.412791
35.393913-27.957489,7.436424
35.417546-27.957489,7.460057
35.433301-27.957489,7.475812
35.480566-27.957489,7.523077
35.519954-27.957489,7.562465
35.535709-27.957489,7.578220
35.575097-27.957489,7.617608
35.606607-27.957489,7.649118
35.638118-27.957489,7.680629
35.685383-27.957489,7.727894
35.740526-27.957489,7.783037
35.795669-27.957489,7.838180
35.819302-27.957489,7.861813
35.890200-27.957489,7.932711
35.921710-27.957489,7.964221
35.937465-27.957489,7.979976
35.953220-27.957489,7.995731
35.992608-27.957489,8.035119
36.016241-27.957489,8.058752
36.031996-27.957489,8.074507
36.047751-27.957489,8.090262
36.063506-27.957489,8.106017
36.079261-27.957489,8.121772
36.095016-27.957489,8.137527
36.118649-27.957489,8.161160
36.142282-27.957489,8.184793
36.173792-27.957489,8.216303
36.197425-27.957489,8.239936
36.228935-27.957489,8.271446
36.252568-27.957489,8.295079
36.268323-27.957489,8.310834
36.323466-27.957489,8.365977
36.394364-27.957489,8.436875
37.914735-27.957489,9.957246
37.977755-27.957489,10.020266
38.040776-27.957489,10.083287
38.064408-27.957489,10.106919
38.111674-27.957489,10.154185
38.158939-27.957489,10.201450
38.190450-27.957489,10.232961
38.206205-27.957489,10.248716
38.245593-27.957489,10.288104
38.269225-27.957489,10.311736
38.308613-27.957489,10.351124
38.324368-27.957489,10.366879
38.340123-27.957489,10.382634
38.355878-27.957489,10.398389
38.379511-27.957489,10.422022
38.395266-27.957489,10.437777
38.426777-27.957489,10.469288
38.466164-27.957489,10.508675
38.497675-27.957489,10.540186
38.615838-27.957489,10.658349
38.631593-27.957489,10.674104
38.663104-27.957489,10.705615
38.718247-27.957489,10.760758
38.773390-27.957489,10.815901
38.875798-27.957489,10.918309
38.899431-27.957489,10.941942
38.970329-27.957489,11.012840
39.238166-27.957489,11.280677
39.324819-27.957489,11.367330
39.348452-27.957489,11.390963
39.450860-27.957489,11.493371
39.608412-27.957489,11.650923
39.671432-27.957489,11.713943
39.718698-27.957489,11.761209
39.742330-27.957489,11.784841
39.797473-27.957489,11.839984
39.836861-27.957489,11.879372
39.923514-27.957489,11.966025
39.986535-27.957489,12.029046
40.025923-27.957489,12.068434
40.041678-27.957489,12.084189
40.057433-27.957489,12.099944
40.112576-27.957489,12.155087
40.128331-27.957489,12.170842
40.183474-27.957489,12.225985
40.230740-27.957489,12.273251
