Pair,Delta (microHz)
202.941910-152.107960,50.833950
205.187010-152.107960,53.079050
205.202770-152.107960,53.094810
205.218520-152.107960,53.110560
205.242160-152.107960,53.134200
205.273670-152.107960,53.165710
205.352440-152.107960,53.244480
207.117020-152.107960,55.009060
207.321830-152.107960,55.213870
207.353340-152.107960,55.245380
207.416360-152.107960,55.308400
211.544210-152.107960,59.436250
211.575720-152.107960,59.467760
211.717520-152.107960,59.609560
211.843560-152.107960,59.735600
211.922330-152.107960,59.814370
212.142910-152.107960,60.034950
212.158660-152.107960,60.050700
213.009440-152.107960,60.901480
213.789320-152.107960,61.681360
213.828710-152.107960,61.720750
213.852340-152.107960,61.744380
213.868090-152.107960,61.760130
213.891730-152.107960,61.783770
213.923240-152.107960,61.815280
213.954750-152.107960,61.846790
213.970500-152.107960,61.862540
213.986260-152.107960,61.878300
214.002010-152.107960,61.894050
214.198950-152.107960,62.090990
216.325890-152.107960,64.217930
218.287410-152.107960,66.179450
218.303160-152.107960,66.195200
219.602960-152.107960,67.495000
221.509330-152.107960,69.401370
221.627500-152.107960,69.519540
221.651130-152.107960,69.543170
221.674760-152.107960,69.566800
221.698400-152.107960,69.590440
221.722030-152.107960,69.614070
221.737780-152.107960,69.629820
221.761420-152.107960,69.653460
221.792930-152.107960,69.684970
221.934720-152.107960,69.826760
222.013500-152.107960,69.905540
223.407830-152.107960,71.299870
223.431460-152.107960,71.323500
223.494480-152.107960,71.386520
223.518110-152.107960,71.410150
223.533870-152.107960,71.425910
223.557500-152.107960,71.449540
223.573260-152.107960,71.465300
223.596890-152.107960,71.488930
223.628400-152.107960,71.520440
223.675670-152.107960,71.567710
223.730810-152.107960,71.622850
223.746560-152.107960,71.638600
227.086650-152.107960,74.978690
227.110280-152.107960,75.002320
228.930000-152.107960,76.822040
228.961510-152.107960,76.853550
229.040290-152.107960,76.932330
229.079680-152.107960,76.971720
229.095430-152.107960,76.987470
229.126940-152.107960,77.018980
229.182090-152.107960,77.074130
229.205720-152.107960,77.097760
229.229350-152.107960,77.121390
229.245110-152.107960,77.137150
229.379020-152.107960,77.271060
231.025440-152.107960,78.917480
231.049070-152.107960,78.941110
231.080580-152.107960,78.972620
231.104210-152.107960,78.996250
231.119970-152.107960,79.012010
231.143600-152.107960,79.035640
231.182990-152.107960,79.075030
231.206620-152.107960,79.098660
231.222380-152.107960,79.114420
231.246010-152.107960,79.138050
231.269640-152.107960,79.161680
231.316910-152.107960,79.208950
231.332660-152.107960,79.224700
231.348420-152.107960,79.240460
231.372050-152.107960,79.264090
235.594430-152.107960,83.486470
235.775610-152.107960,83.667650
235.799240-152.107960,83.691280
236.019810-152.107960,83.911850
239.123580-152.107960,87.015620
239.139330-152.107960,87.031370
239.162960-152.107960,87.055000
239.194470-152.107960,87.086510
239.233860-152.107960,87.125900
239.257490-152.107960,87.149530
239.281130-152.107960,87.173170
239.304760-152.107960,87.196800
239.336270-152.107960,87.228310
239.359900-152.107960,87.251940
239.383540-152.107960,87.275580
239.430800-152.107960,87.322840
239.454430-152.107960,87.346470
239.470190-152.107960,87.362230
239.485940-152.107960,87.377980
239.509580-152.107960,87.401620
239.745900-152.107960,87.637940
241.345050-152.107960,89.237090
241.376560-152.107960,89.268600
241.400190-152.107960,89.292230
241.471090-152.107960,89.363130
241.486850-152.107960,89.378890
241.502600-152.107960,89.394640
241.518360-152.107960,89.410400
241.534110-152.107960,89.426150
241.565620-152.107960,89.457660
241.589250-152.107960,89.481290
241.620760-152.107960,89.512800
241.660150-152.107960,89.552190
241.731050-152.107960,89.623090
241.754680-152.107960,89.646720
241.770440-152.107960,89.662480
241.801950-152.107960,89.693990
241.935870-152.107960,89.827910
243.408970-152.107960,91.301010
245.433510-152.107960,93.325550
246.040080-152.107960,93.932120
246.071590-152.107960,93.963630
246.118860-152.107960,94.010900
246.158240-152.107960,94.050280
246.252770-152.107960,94.144810
246.268530-152.107960,94.160570
246.292160-152.107960,94.184200
246.331550-152.107960,94.223590
246.386690-152.107960,94.278730
246.418200-152.107960,94.310240
246.433960-152.107960,94.326000
246.489100-152.107960,94.381140
246.512730-152.107960,94.404770
246.544240-152.107960,94.436280
246.575760-152.107960,94.467800
246.591510-152.107960,94.483550
246.615140-152.107960,94.507180
246.638780-152.107960,94.530820
246.654530-152.107960,94.546570
246.693920-152.107960,94.585960
246.717550-152.107960,94.609590
246.741180-152.107960,94.633220
246.772690-152.107960,94.664730
246.804200-152.107960,94.696240
246.835710-152.107960,94.727750
246.851470-152.107960,94.743510
246.914490-152.107960,94.806530
247.891310-152.107960,95.783350
247.985840-152.107960,95.877880
248.009470-152.107960,95.901510
248.119760-152.107960,96.011800
248.159150-152.107960,96.051190
248.198530-152.107960,96.090570
248.245800-152.107960,96.137840
248.261550-152.107960,96.153590
248.277310-152.107960,96.169350
248.300940-152.107960,96.192980
248.316700-152.107960,96.208740
248.340330-152.107960,96.232370
248.363960-152.107960,96.256000
248.379720-152.107960,96.271760
248.403350-152.107960,96.295390
248.442740-152.107960,96.334780
248.466370-152.107960,96.358410
248.497880-152.107960,96.389920
248.521510-152.107960,96.413550
248.576660-152.107960,96.468700
248.592410-152.107960,96.484450
248.679070-152.107960,96.571110
251.002950-152.107960,98.894990
251.042340-152.107960,98.934380
251.065970-152.107960,98.958010
255.516790-152.107960,103.408830
255.556180-152.107960,103.448220
255.603450-152.107960,103.495490
255.627080-152.107960,103.519120
255.682220-152.107960,103.574260
255.705860-152.107960,103.597900
255.729490-152.107960,103.621530
255.761000-152.107960,103.653040
255.855530-152.107960,103.747570
255.887040-152.107960,103.779080
255.926430-152.107960,103.818470
255.942180-152.107960,103.834220
257.848550-152.107960,105.740590
257.872190-152.107960,105.764230
257.958840-152.107960,105.850880
257.974600-152.107960,105.866640
257.998230-152.107960,105.890270
258.037620-152.107960,105.929660
258.061250-152.107960,105.953290
258.092760-152.107960,105.984800
258.124270-152.107960,106.016310
258.140020-152.107960,106.032060
258.163660-152.107960,106.055700
258.179410-152.107960,106.071450
258.195170-152.107960,106.087210
258.376350-152.107960,106.268390
258.415740-152.107960,106.307780
258.455130-152.107960,106.347170
262.094560-152.107960,109.986600
263.536160-152.107960,111.428200
263.654320-152.107960,111.546360
263.693710-152.107960,111.585750
263.717340-152.107960,111.609380
263.740980-152.107960,111.633020
263.764610-152.107960,111.656650
263.835510-152.107960,111.727550
263.851260-152.107960,111.743300
263.898530-152.107960,111.790570
263.961550-152.107960,111.853590
264.103340-152.107960,111.995380
265.426780-152.107960,113.318820
265.450410-152.107960,113.342450
265.474040-152.107960,113.366080
265.513430-152.107960,113.405470
265.537060-152.107960,113.429100
265.568570-152.107960,113.460610
265.592200-152.107960,113.484240
265.623710-152.107960,113.515750
265.639470-152.107960,113.531510
265.670980-152.107960,113.563020
265.718250-152.107960,113.610290
265.734000-152.107960,113.626040
265.773390-152.107960,113.665430
265.789140-152.107960,113.681180
266.017590-152.107960,113.909630
267.719150-152.107960,115.611190
268.042130-152.107960,115.934170
268.223310-152.107960,116.115350
268.246940-152.107960,116.138980
268.278450-152.107960,116.170490
268.294210-152.107960,116.186250
268.648700-152.107960,116.540740
273.327980-152.107960,121.220020
273.343730-152.107960,121.235770
273.391000-152.107960,121.283040
273.414630-152.107960,121.306670
273.438260-152.107960,121.330300
273.461890-152.107960,121.353930
273.477650-152.107960,121.369690
273.493400-152.107960,121.385440
275.809410-152.107960,123.701450
275.856680-152.107960,123.748720
275.872430-152.107960,123.764470
275.911820-152.107960,123.803860
275.998470-152.107960,123.890510
276.242680-152.107960,124.134720
279.070720-152.107960,126.962760
280.110560-152.107960,128.002600
281.205540-152.107960,129.097580
281.528520-152.107960,129.420560
281.575790-152.107960,129.467830
283.151300-152.107960,131.043340
283.167060-152.107960,131.059100
152.879960-152.486080,0.393880
153.147800-152.486080,0.661720
154.085230-152.486080,1.599150
154.636660-152.486080,2.150580
155.219600-152.486080,2.733520
159.914630-152.486080,7.428550
160.103690-152.486080,7.617610
162.955370-152.486080,10.469290
162.994760-152.486080,10.508680
165.389540-152.486080,12.903460
168.682360-152.486080,16.196280
170.832940-152.486080,18.346860
171.281960-152.486080,18.795880
171.597060-152.486080,19.110980
171.864900-152.486080,19.378820
171.888530-152.486080,19.402450
172.164250-152.486080,19.678170
176.370870-152.486080,23.884790
177.922750-152.486080,25.436670
179.931530-152.486080,27.445450
180.120590-152.486080,27.634510
180.152100-152.486080,27.666020
180.238760-152.486080,27.752680
186.800770-152.486080,34.314690
188.470810-152.486080,35.984730
188.557470-152.486080,36.071390
188.636240-152.486080,36.150160
190.487470-152.486080,38.001390
190.511100-152.486080,38.025020
195.103730-152.486080,42.617650
196.631970-152.486080,44.145890
196.758020-152.486080,44.271940
196.821040-152.486080,44.334960
196.836790-152.486080,44.350710
196.884060-152.486080,44.397980
202.941910-152.486080,50.455830
205.187010-152.486080,52.700930
205.202770-152.486080,52.716690
205.218520-152.486080,52.732440
205.242160-152.486080,52.756080
205.273670-152.486080,52.787590
205.352440-152.486080,52.866360
207.117020-152.486080,54.630940
207.321830-152.486080,54.835750
207.353340-152.486080,54.867260
207.416360-152.486080,54.930280
211.544210-152.486080,59.058130
211.575720-152.486080,59.089640
211.717520-152.486080,59.231440
211.843560-152.486080,59.357480
211.922330-152.486080,59.436250
212.142910-152.486080,59.656830
212.158660-152.486080,59.672580
213.009440-152.486080,60.523360
213.789320-152.486080,61.303240
213.828710-152.486080,61.342630
213.852340-152.486080,61.366260
213.868090-152.486080,61.382010
213.891730-152.486080,61.405650
213.923240-152.486080,61.437160
213.954750-152.486080,61.468670
213.970500-152.486080,61.484420
213.986260-152.486080,61.500180
214.002010-152.486080,61.515930
214.198950-152.486080,61.712870
216.325890-152.486080,63.839810
218.287410-152.486080,65.801330
218.303160-152.486080,65.817080
219.602960-152.486080,67.116880
221.509330-152.486080,69.023250
221.627500-152.486080,69.141420
221.651130-152.486080,69.165050
221.674760-152.486080,69.188680
221.698400-152.486080,69.212320
221.722030-152.486080,69.235950
221.737780-152.486080,69.251700
221.761420-152.486080,69.275340
221.792930-152.486080,69.306850
221.934720-152.486080,69.448640
222.013500-152.486080,69.527420
223.407830-152.486080,70.921750
223.431460-152.486080,70.945380
223.494480-152.486080,71.008400
223.518110-152.486080,71.032030
223.533870-152.486080,71.047790
223.557500-152.486080,71.071420
223.573260-152.486080,71.087180
223.596890-152.486080,71.110810
223.628400-152.486080,71.142320
223.675670-152.486080,71.189590
223.730810-152.486080,71.244730
223.746560-152.486080,71.260480
227.086650-152.486080,74.600570
227.110280-152.486080,74.624200
228.930000-152.486080,76.443920
228.961510-152.486080,76.475430
229.040290-152.486080,76.554210
229.079680-152.486080,76.593600
229.095430-152.486080,76.609350
229.126940-152.486080,76.640860
229.182090-152.486080,76.696010
229.205720-152.486080,76.719640
229.229350-152.486080,76.743270
229.245110-152.486080,76.759030
229.379020-152.486080,76.892940
231.025440-152.486080,78.539360
231.049070-152.486080,78.562990
231.080580-152.486080,78.594500
231.104210-152.486080,78.618130
231.119970-152.486080,78.633890
231.143600-152.486080,78.657520
231.182990-152.486080,78.696910
231.206620-152.486080,78.720540
231.222380-152.486080,78.736300
231.246010-152.486080,78.759930
231.269640-152.486080,78.783560
231.316910-152.486080,78.830830
231.332660-152.486080,78.846580
231.348420-152.486080,78.862340
231.372050-152.486080,78.885970
235.594430-152.486080,83.108350
235.775610-152.486080,83.289530
235.799240-152.486080,83.313160
236.019810-152.486080,83.533730
239.123580-152.486080,86.637500
239.139330-152.486080,86.653250
239.162960-152.486080,86.676880
239.194470-152.486080,86.708390
239.233860-152.486080,86.747780
239.257490-152.486080,86.771410
239.281130-152.486080,86.795050
239.304760-152.486080,86.818680
239.336270-152.486080,86.850190
239.359900-152.486080,86.873820
239.383540-152.486080,86.897460
239.430800-152.486080,86.944720
239.454430-152.486080,86.968350
239.470190-152.486080,86.984110
239.485940-152.486080,86.999860
239.509580-152.486080,87.023500
239.745900-152.486080,87.259820
241.345050-152.486080,88.858970
241.376560-152.486080,88.890480
241.400190-152.486080,88.914110
241.471090-152.486080,88.985010
241.486850-152.486080,89.000770
241.502600-152.486080,89.016520
241.518360-152.486080,89.032280
241.534110-152.486080,89.048030
241.565620-152.486080,89.079540
241.589250-152.486080,89.103170
241.620760-152.486080,89.134680
241.660150-152.486080,89.174070
241.731050-152.486080,89.244970
241.754680-152.486080,89.268600
241.770440-152.486080,89.284360
241.801950-152.486080,89.315870
241.935870-152.486080,89.449790
243.408970-152.486080,90.922890
245.433510-152.486080,92.947430
246.040080-152.486080,93.554000
246.071590-152.486080,93.585510
246.118860-152.486080,93.632780
246.158240-152.486080,93.672160
246.252770-152.486080,93.766690
246.268530-152.486080,93.782450
246.292160-152.486080,93.806080
246.331550-152.486080,93.845470
246.386690-152.486080,93.900610
246.418200-152.486080,93.932120
246.433960-152.486080,93.947880
246.489100-152.486080,94.003020
246.512730-152.486080,94.026650
246.544240-152.486080,94.058160
246.575760-152.486080,94.089680
246.591510-152.486080,94.105430
246.615140-152.486080,94.129060
246.638780-152.486080,94.152700
246.654530-152.486080,94.168450
246.693920-152.486080,94.207840
246.717550-152.486080,94.231470
246.741180-152.486080,94.255100
246.772690-152.486080,94.286610
246.804200-152.486080,94.318120
246.835710-152.486080,94.349630
246.851470-152.486080,94.365390
246.914490-152.486080,94.428410
247.891310-152.486080,95.405230
247.985840-152.486080,95.499760
248.009470-152.486080,95.523390
248.119760-152.486080,95.633680
248.159150-152.486080,95.673070
248.198530-152.486080,95.712450
248.245800-152.486080,95.759720
248.261550-152.486080,95.775470
248.277310-152.486080,95.791230
248.300940-152.486080,95.814860
248.316700-152.486080,95.830620
248.340330-152.486080,95.854250
248.363960-152.486080,95.877880
248.379720-152.486080,95.893640
248.403350-152.486080,95.917270
248.442740-152.486080,95.956660
248.466370-152.486080,95.980290
248.497880-152.486080,96.011800
248.521510-152.486080,96.035430
248.576660-152.486080,96.090580
