Frequencia,Amplitud
5.5773181,392.16896
5.5851957,118.3472
5.5930733,1647.8193
5.6009508,333.6289
5.6088284,2253.793
5.616706,539.57002
5.6245835,506.69458
5.6324611,1570.0806
5.6403387,23.812121
5.6482162,352.86577
5.6560938,2588.3601
5.6639714,180.60985
5.6718489,83.837398
5.6797265,657.59031
5.6876041,192.61495
5.6954816,371.13159
5.7033592,1124.2779
5.7112368,986.62611
5.7191143,315.79657
5.7269919,102.68723
5.7348695,133.91089
5.7427471,353.53292
5.7506246,43.683326
5.7585022,284.94356
5.7663798,329.76443
5.7742573,83.203412
5.7821349,482.82732
5.7900125,553.98279
5.79789,1208.6908
5.8057676,304.27501
5.8136452,923.70549
5.8215227,33.487422
5.8294003,20.82996
5.8372779,1923.9505
5.8451554,251.46526
5.853033,394.54181
5.8609106,41.340856
5.8687881,93.451146
5.8766657,247.02934
5.8845433,226.31172
5.8924208,393.51536
5.9002984,575.49258
5.908176,176.06004
5.9160535,514.19003
5.9239311,302.8381
5.9318087,263.01172
5.9396863,63.344482
5.9475638,470.72441
5.9554414,309.16775
5.963319,721.3034
5.9711965,283.52769
5.9790741,1744.558
5.9869517,66.928551
5.9948292,1044.9176
6.0027068,25.554046
6.0105844,623.91969
6.0184619,521.74198
6.0263395,1615.6936
6.0342171,195.91984
6.0420946,91.100959
6.0499722,226.50533
6.0578498,1270.1917
6.0657273,46.007845
6.0736049,657.09005
6.0814825,1271.4599
6.08936,416.56581
6.0972376,537.02948
6.1051152,0.92158569
6.1129927,210.46136
6.1208703,534.57926
6.1287479,364.00787
6.1366255,358.0604
6.144503,81.897372
6.1523806,121.49471
6.1602582,171.2059
6.1681357,195.06661
6.1760133,145.66192
6.1838909,20.471781
6.1917684,404.30646
6.199646,10.949082
6.2075236,1269.0704
6.2154011,771.23765
6.2232787,119.85326
6.2311563,1275.6159
6.2390338,966.0451
6.2469114,1875.25
6.254789,341.8111
6.2626665,402.8592
6.2705441,118.78691
6.2784217,47.998864
6.2862992,285.40959
6.2941768,29.893527
6.3020544,1275.7752
6.3099319,8.4985457
6.3178095,561.58456
6.3256871,550.32025
6.3335647,61.968689
6.3414422,55.467528
6.3493198,363.99003
6.3571974,25.438408
6.3650749,792.69046
6.3729525,255.69873
6.3808301,38.643436
6.3887076,879.61363
6.3965852,238.58049
6.4044628,359.7143
6.4123403,692.01585
6.4202179,316.56282
6.4280955,437.2958
6.435973,1148.9827
6.4438506,415.75221
6.4517282,561.55023
6.4596057,330.78491
6.4674833,430.59822
6.4753609,1414.3907
6.4832384,372.52859
6.491116,787.57758
6.4989936,521.15731
6.5068711,265.63025
6.5147487,932.90832
6.5226263,288.28929
6.5305038,651.07119
6.5383814,157.91292
6.546259,714.99577
6.5541366,9.8886846
6.5620141,48.5573
6.5698917,507.8026
6.5777693,1308.0828
6.5856468,435.38263
6.5935244,3115.0883
6.601402,750.96714
6.6092795,2038.7231
6.6171571,406.23061
6.6250347,290.05385
6.6329122,217.53881
6.6407898,508.31513
6.6486674,581.34539
6.6565449,316.0661
6.6644225,18.532635
6.6723001,235.56179
6.6801776,14.265409
6.6880552,0.34447145
6.6959328,325.47132
6.7038103,1119.8916
6.7116879,1207.6081
6.7195655,711.93034
6.727443,1029.1149
6.7353206,129.07295
6.7431982,845.93045
6.7510758,710.0902
6.7589533,561.22132
6.7668309,1366.8828
6.7747085,533.39214
6.782586,2351.3058
6.7904636,2751.2349
6.7983412,606.80747
6.8062187,1358.3571
6.8140963,746.0652
6.8219739,1049.3053
6.8298514,759.40145
6.837729,400.28094
6.8456066,968.45603
6.8534841,174.04757
6.8613617,873.19853
6.8692393,295.51894
6.8771168,1131.0519
6.8849944,758.17984
6.892872,2436.9311
6.9007495,884.01653
6.9086271,544.50127
6.9165047,677.52452
6.9243822,513.431
6.9322598,513.22419
6.9401374,283.0854
6.948015,281.57336
6.9558925,331.54499
6.9637701,347.96455
6.9716477,637.58746
6.9795252,148.35533
6.9874028,462.92315
6.9952804,65.843057
7.0031579,631.74006
7.0110355,864.75266
7.0189131,643.18055
7.0267906,61.588953
7.0346682,141.57123
7.0425458,288.86438
7.0504233,597.06172
7.0583009,49.85561
7.0661785,139.1702
7.074056,766.78641
7.0819336,180.63004
7.0898112,819.885
7.0976887,204.83693
7.1055663,606.71585
7.1134439,567.55825
7.1213214,151.09335
7.129199,0.50509433
7.1370766,11.189158
7.1449542,53.13537
7.1528317,147.02133
7.1607093,202.73482
7.1685869,367.9884
7.1764644,2.4969495
7.184342,224.72511
7.1922196,1478.8531
7.2000971,169.80411
7.2079747,8.2937111
7.2158523,92.047505
7.2237298,163.57616
7.2316074,680.93327
7.239485,349.6893
7.2473625,1280.8107
7.2552401,1167.6608
7.2631177,481.42846
7.2709952,53.512573
7.2788728,129.79745
7.2867504,209.84151
7.2946279,383.91236
7.3025055,573.34963
7.3103831,400.62424
7.3182606,708.17465
7.3261382,142.99002
7.3340158,61.273351
7.3418934,96.37225
7.3497709,68.361335
7.3576485,310.33145
7.3655261,2041.7018
7.3734036,844.1783
7.3812812,92.879591
7.3891588,152.5781
7.3970363,750.10901
7.4049139,295.68641
7.4127915,894.25051
7.420669,58.579407
7.4285466,237.51757
7.4364242,1197.8292
7.4443017,329.65509
7.4521793,556.43565
7.4600569,46.408499
7.4679344,185.6365
7.475812,349.13677
7.4836896,1452.5987
7.4915671,41.931608
7.4994447,1068.0894
7.5073223,182.04662
7.5151998,1170.4424
7.5230774,2244.6514
7.530955,40.91984
7.5388326,50.904409
7.5467101,54.047901
7.5545877,458.30464
7.5624653,552.9644
7.5703428,87.120082
7.5782204,152.25253
7.586098,105.39201
7.5939755,132.78961
7.6018531,106.52941
7.6097307,799.9495
7.6176082,354.25308
7.6254858,322.07409
7.6333634,28.448118
7.6412409,24.523763
7.6491185,227.02008
7.6569961,627.48534
7.6648736,396.98603
7.6727512,583.37259
7.6806288,32.823974
7.6885063,57.041025
7.6963839,661.58596
7.7042615,303.81847
7.712139,228.21432
7.7200166,247.44293
7.7278942,331.92754
7.7357717,61.710281
7.7436493,890.66641
7.7515269,1919.5387
7.7594045,131.84627
7.767282,80.42995
7.7751596,324.97139
7.7830372,2194.9972
7.7909147,460.50062
7.7987923,1979.8472
7.8066699,1256.3574
7.8145474,1446.741
7.822425,329.70871
7.8303026,1878.4374
7.8381801,1282.9183
7.8460577,95.093362
7.8539353,1085.052
7.8618128,8.6346768
7.8696904,82.241142
7.877568,717.75019
7.8854455,460.92904
7.8933231,639.24383
7.9012007,2114.9172
7.9090782,400.70573
7.9169558,435.56257
7.9248334,203.75898
7.9327109,357.93382
7.9405885,33.370778
7.9484661,953.69159
7.9563437,264.22069
7.9642212,759.22439
7.9720988,902.64328
7.9799764,260.65974
7.9878539,226.05373
7.9957315,519.61498
8.0036091,394.0372
8.0114866,155.18719
8.0193642,384.48481
8.0272418,214.80513
8.0351193,3445.9907
8.0429969,305.199
8.0508745,425.54929
8.058752,586.12892
8.0666296,110.67539
8.0745072,469.8944
8.0823847,836.9099
8.0902623,285.54921
8.0981399,430.03839
8.1060174,1216.8672
8.113895,411.34503
8.1217726,487.07319
8.1296501,57.075323
8.1375277,555.76844
8.1454053,133.37973
8.1532829,287.4379
8.1611604,704.60285
8.169038,136.31331
8.1769156,12.225777
8.1847931,251.99569
8.1926707,819.51571
8.2005483,978.29196
8.2084258,1893.1526
8.2163034,763.52002
8.224181,41.381345
8.2320585,198.38145
8.2399361,2848.2926
8.2478137,1933.7326
8.2556912,133.56471
8.2635688,277.48116
8.2714464,797.00407
8.2793239,408.21814
8.2872015,2816.4686
8.2950791,240.11451
8.3029566,2547.6226
8.3108342,358.44868
8.3187118,122.61936
8.3265893,623.17841
8.3344669,766.06054
8.3423445,1484.4092
8.3502221,517.08553
8.3580996,119.81479
8.3659772,533.26917
8.3738548,481.68958
8.3817323,282.83708
8.3896099,706.05528
8.3974875,3210.3556
8.405365,350.55358
8.4132426,332.60766
8.4211202,107.3476
8.4289977,93.388033
8.4368753,711.7202
8.4447529,754.77854
8.4526304,948.14996
8.460508,7.9749641
8.4683856,1298.1491
8.4762631,42.745885
8.4841407,591.89076
8.4920183,799.54572
8.4998958,327.06103
8.5077734,187.74552
8.515651,96.116456
8.5235285,360.27036
8.5314061,16.336076
8.5392837,531.30338
8.5471613,310.85022
8.5550388,46.150299
8.5629164,767.05859
8.570794,543.36882
8.5786715,1152.8998
8.5865491,340.52597
8.5944267,90.866943
8.6023042,566.8275
8.6101818,88.043663
8.6180594,98.586065
8.6259369,1992.5976
8.6338145,68.618344
8.6416921,91.617358
8.6495696,334.06339
8.6574472,84.815284
8.6653248,142.60825
8.6732023,61.189795
8.6810799,154.11632
8.6889575,132.26996
8.696835,68.313677
8.7047126,267.51651
8.7125902,1386.3829
8.7204677,722.5274
8.7283453,800.07698
8.7362229,1306.1889
8.7441004,295.20513
8.751978,1081.9417
8.7598556,47.771935
8.7677332,155.02113
8.7756107,573.6457
8.7834883,1451.8462
8.7913659,42.475873
8.7992434,286.31211
8.807121,54.494845
8.8149986,63.992058
8.8228761,124.38266
8.8307537,1317.4677
8.8386313,14.449755
8.8465088,1008.2369
8.8543864,842.08706
8.862264,21.271808
8.8701415,716.99846
8.8780191,551.72634
8.8858967,872.96191
8.8937742,1780.2586
8.9016518,2891.459
8.9095294,137.78718
8.9174069,9.1550207
8.9252845,39.90794
8.9331621,532.93691
8.9410396,255.11738
8.9489172,676.5348
8.9567948,991.21801
8.9646724,672.73357
8.9725499,788.56244
8.9804275,515.07849
8.9883051,86.345704
8.9961826,921.30401
9.0040602,289.94413
9.0119378,1393.5958
9.0198153,27.821069
9.0276929,198.81336
9.0355705,85.379218
9.043448,101.22628
9.0513256,863.75679
9.0592032,66.814164
9.0670807,247.61784
9.0749583,80.234615
9.0828359,19.450585
9.0907134,156.14348
9.098591,197.74605
9.1064686,7.8777737
9.1143461,14.632927
9.1222237,172.77851
9.1301013,467.72181
9.1379788,636.45646
9.1458564,301.42837
9.153734,59.09909
9.1616116,274.01329
9.1694891,164.32544
9.1773667,727.95921
9.1852443,197.76383
9.1931218,736.38522
9.2009994,102.83056
9.208877,717.97849
9.2167545,183.08455
9.2246321,244.23173
9.2325097,54.477264
9.2403872,196.62537
9.2482648,408.74209
9.2561424,1985.2027
9.2640199,836.61988
9.2718975,217.45153
9.2797751,224.54661
9.2876526,152.97909
9.2955302,175.32508
9.3034078,9.598844
9.3112853,78.510203
9.3191629,360.86819
9.3270405,126.91642
9.334918,910.62134
9.3427956,187.061
9.3506732,1.9409076
9.3585508,211.19067
9.3664283,590.68176
9.3743059,708.86684
9.3821835,103.75834
9.390061,80.117443
9.3979386,2872.4546
9.4058162,1.7170519
9.4136937,2115.7623
9.4215713,699.77858
9.4294489,63.380483
9.4373264,149.31751
9.445204,231.3192
9.4530816,145.1964
9.4609591,12.35401
9.4688367,60.977142
9.4767143,297.2097
9.4845918,151.52856
9.4924694,82.058709
9.500347,38.442109
9.5082245,611.66143
9.5161021,146.65697
9.5239797,170.28834
9.5318572,66.29568
9.5397348,165.26204
9.5476124,287.70954
9.55549,316.10174
9.5633675,724.01485
9.5712451,87.4533
9.5791227,101.64952
9.5870002,515.508
9.5948778,236.1354
9.6027554,1283.316
9.6106329,1854.5791
9.6185105,269.98424
9.6263881,69.339214
9.6342656,154.95878
9.6421432,368.9611
9.6500208,16.962301
9.6578983,321.69409
9.6657759,625.53986
9.6736535,170.5634
9.681531,35.228342
9.6894086,1160.5055
9.6972862,376.18332
9.7051637,140.60876
9.7130413,1559.9476
9.7209189,240.39388
9.7287964,3.8201598
9.736674,531.32955
9.7445516,880.82413
9.7524292,33.530064
9.7603067,49.702386
9.7681843,99.685126
9.7760619,10.01574
9.7839394,353.88726
9.791817,395.24172
9.7996946,21.135938
9.8075721,644.70046
9.8154497,196.75574
9.8233273,635.9651
9.8312048,452.55311
9.8390824,1253.4182
9.84696,70.957871
