Pair,Delta (microHz)
147.696740-132.490300,15.206440
147.712860-132.490300,15.222560
147.753150-132.490300,15.262850
147.793440-132.490300,15.303140
148.510650-132.490300,16.020350
148.526770-132.490300,16.036470
132.538650-132.522530,0.016120
132.554760-132.522530,0.032230
132.595060-132.522530,0.072530
132.619230-132.522530,0.096700
132.651470-132.522530,0.128940
132.683700-132.522530,0.161170
132.740110-132.522530,0.217580
132.764290-132.522530,0.241760
132.780400-132.522530,0.257870
132.836810-132.522530,0.314280
132.852930-132.522530,0.330400
132.877100-132.522530,0.354570
132.909340-132.522530,0.386810
134.956210-132.522530,2.433680
136.954720-132.522530,4.432190
136.995010-132.522530,4.472480
137.752520-132.522530,5.229990
137.816980-132.522530,5.294450
137.833100-132.522530,5.310570
137.849220-132.522530,5.326690
137.865330-132.522530,5.342800
137.889510-132.522530,5.366980
137.905630-132.522530,5.383100
137.921740-132.522530,5.399210
137.953980-132.522530,5.431450
137.978150-132.522530,5.455620
138.018450-132.522530,5.495920
138.058740-132.522530,5.536210
138.784010-132.522530,6.261480
138.816240-132.522530,6.293710
141.016220-132.522530,8.493690
141.411090-132.522530,8.888560
141.523910-132.522530,9.001380
141.620610-132.522530,9.098080
141.652840-132.522530,9.130310
141.685080-132.522530,9.162550
141.717310-132.522530,9.194780
142.023540-132.522530,9.501010
142.619870-132.522530,10.097340
142.644040-132.522530,10.121510
142.756860-132.522530,10.234330
142.789100-132.522530,10.266570
142.805210-132.522530,10.282680
142.853560-132.522530,10.331030
142.885800-132.522530,10.363270
142.918030-132.522530,10.395500
142.974440-132.522530,10.451910
143.030850-132.522530,10.508320
143.256490-132.522530,10.733960
146.318730-132.522530,13.796200
147.551690-132.522530,15.029160
147.648390-132.522530,15.125860
147.680620-132.522530,15.158090
147.696740-132.522530,15.174210
147.712860-132.522530,15.190330
147.753150-132.522530,15.230620
147.793440-132.522530,15.270910
148.510650-132.522530,15.988120
148.526770-132.522530,16.004240
132.554760-132.538650,0.016110
132.595060-132.538650,0.056410
132.619230-132.538650,0.080580
132.651470-132.538650,0.112820
132.683700-132.538650,0.145050
132.740110-132.538650,0.201460
132.764290-132.538650,0.225640
132.780400-132.538650,0.241750
132.836810-132.538650,0.298160
132.852930-132.538650,0.314280
132.877100-132.538650,0.338450
132.909340-132.538650,0.370690
134.956210-132.538650,2.417560
136.954720-132.538650,4.416070
136.995010-132.538650,4.456360
137.752520-132.538650,5.213870
137.816980-132.538650,5.278330
137.833100-132.538650,5.294450
137.849220-132.538650,5.310570
137.865330-132.538650,5.326680
137.889510-132.538650,5.350860
137.905630-132.538650,5.366980
137.921740-132.538650,5.383090
137.953980-132.538650,5.415330
137.978150-132.538650,5.439500
138.018450-132.538650,5.479800
138.058740-132.538650,5.520090
138.784010-132.538650,6.245360
138.816240-132.538650,6.277590
141.016220-132.538650,8.477570
141.411090-132.538650,8.872440
141.523910-132.538650,8.985260
141.620610-132.538650,9.081960
141.652840-132.538650,9.114190
141.685080-132.538650,9.146430
141.717310-132.538650,9.178660
142.023540-132.538650,9.484890
142.619870-132.538650,10.081220
142.644040-132.538650,10.105390
142.756860-132.538650,10.218210
142.789100-132.538650,10.250450
142.805210-132.538650,10.266560
142.853560-132.538650,10.314910
142.885800-132.538650,10.347150
142.918030-132.538650,10.379380
142.974440-132.538650,10.435790
143.030850-132.538650,10.492200
143.256490-132.538650,10.717840
146.318730-132.538650,13.780080
147.551690-132.538650,15.013040
147.648390-132.538650,15.109740
147.680620-132.538650,15.141970
147.696740-132.538650,15.158090
147.712860-132.538650,15.174210
147.753150-132.538650,15.214500
147.793440-132.538650,15.254790
148.510650-132.538650,15.972000
148.526770-132.538650,15.988120
132.595060-132.554760,0.040300
132.619230-132.554760,0.064470
132.651470-132.554760,0.096710
132.683700-132.554760,0.128940
132.740110-132.554760,0.185350
132.764290-132.554760,0.209530
132.780400-132.554760,0.225640
132.836810-132.554760,0.282050
132.852930-132.554760,0.298170
132.877100-132.554760,0.322340
132.909340-132.554760,0.354580
134.956210-132.554760,2.401450
136.954720-132.554760,4.399960
136.995010-132.554760,4.440250
137.752520-132.554760,5.197760
137.816980-132.554760,5.262220
137.833100-132.554760,5.278340
137.849220-132.554760,5.294460
137.865330-132.554760,5.310570
137.889510-132.554760,5.334750
137.905630-132.554760,5.350870
137.921740-132.554760,5.366980
137.953980-132.554760,5.399220
137.978150-132.554760,5.423390
138.018450-132.554760,5.463690
138.058740-132.554760,5.503980
138.784010-132.554760,6.229250
138.816240-132.554760,6.261480
141.016220-132.554760,8.461460
141.411090-132.554760,8.856330
141.523910-132.554760,8.969150
141.620610-132.554760,9.065850
141.652840-132.554760,9.098080
141.685080-132.554760,9.130320
141.717310-132.554760,9.162550
142.023540-132.554760,9.468780
142.619870-132.554760,10.065110
142.644040-132.554760,10.089280
142.756860-132.554760,10.202100
142.789100-132.554760,10.234340
142.805210-132.554760,10.250450
142.853560-132.554760,10.298800
142.885800-132.554760,10.331040
142.918030-132.554760,10.363270
142.974440-132.554760,10.419680
143.030850-132.554760,10.476090
143.256490-132.554760,10.701730
146.318730-132.554760,13.763970
147.551690-132.554760,14.996930
147.648390-132.554760,15.093630
147.680620-132.554760,15.125860
147.696740-132.554760,15.141980
147.712860-132.554760,15.158100
147.753150-132.554760,15.198390
147.793440-132.554760,15.238680
148.510650-132.554760,15.955890
148.526770-132.554760,15.972010
132.619230-132.595060,0.024170
132.651470-132.595060,0.056410
132.683700-132.595060,0.088640
132.740110-132.595060,0.145050
132.764290-132.595060,0.169230
132.780400-132.595060,0.185340
132.836810-132.595060,0.241750
132.852930-132.595060,0.257870
132.877100-132.595060,0.282040
132.909340-132.595060,0.314280
134.956210-132.595060,2.361150
136.954720-132.595060,4.359660
136.995010-132.595060,4.399950
137.752520-132.595060,5.157460
137.816980-132.595060,5.221920
137.833100-132.595060,5.238040
137.849220-132.595060,5.254160
137.865330-132.595060,5.270270
137.889510-132.595060,5.294450
137.905630-132.595060,5.310570
137.921740-132.595060,5.326680
137.953980-132.595060,5.358920
137.978150-132.595060,5.383090
138.018450-132.595060,5.423390
138.058740-132.595060,5.463680
138.784010-132.595060,6.188950
138.816240-132.595060,6.221180
141.016220-132.595060,8.421160
141.411090-132.595060,8.816030
141.523910-132.595060,8.928850
141.620610-132.595060,9.025550
141.652840-132.595060,9.057780
141.685080-132.595060,9.090020
141.717310-132.595060,9.122250
142.023540-132.595060,9.428480
142.619870-132.595060,10.024810
142.644040-132.595060,10.048980
142.756860-132.595060,10.161800
142.789100-132.595060,10.194040
142.805210-132.595060,10.210150
142.853560-132.595060,10.258500
142.885800-132.595060,10.290740
142.918030-132.595060,10.322970
142.974440-132.595060,10.379380
143.030850-132.595060,10.435790
143.256490-132.595060,10.661430
146.318730-132.595060,13.723670
147.551690-132.595060,14.956630
147.648390-132.595060,15.053330
147.680620-132.595060,15.085560
147.696740-132.595060,15.101680
147.712860-132.595060,15.117800
147.753150-132.595060,15.158090
147.793440-132.595060,15.198380
148.510650-132.595060,15.915590
148.526770-132.595060,15.931710
132.651470-132.619230,0.032240
132.683700-132.619230,0.064470
132.740110-132.619230,0.120880
132.764290-132.619230,0.145060
132.780400-132.619230,0.161170
132.836810-132.619230,0.217580
132.852930-132.619230,0.233700
132.877100-132.619230,0.257870
132.909340-132.619230,0.290110
134.956210-132.619230,2.336980
136.954720-132.619230,4.335490
136.995010-132.619230,4.375780
137.752520-132.619230,5.133290
137.816980-132.619230,5.197750
137.833100-132.619230,5.213870
137.849220-132.619230,5.229990
137.865330-132.619230,5.246100
137.889510-132.619230,5.270280
137.905630-132.619230,5.286400
137.921740-132.619230,5.302510
137.953980-132.619230,5.334750
137.978150-132.619230,5.358920
138.018450-132.619230,5.399220
138.058740-132.619230,5.439510
138.784010-132.619230,6.164780
138.816240-132.619230,6.197010
141.016220-132.619230,8.396990
141.411090-132.619230,8.791860
141.523910-132.619230,8.904680
141.620610-132.619230,9.001380
141.652840-132.619230,9.033610
141.685080-132.619230,9.065850
141.717310-132.619230,9.098080
142.023540-132.619230,9.404310
142.619870-132.619230,10.000640
142.644040-132.619230,10.024810
142.756860-132.619230,10.137630
142.789100-132.619230,10.169870
142.805210-132.619230,10.185980
142.853560-132.619230,10.234330
142.885800-132.619230,10.266570
142.918030-132.619230,10.298800
142.974440-132.619230,10.355210
143.030850-132.619230,10.411620
143.256490-132.619230,10.637260
146.318730-132.619230,13.699500
147.551690-132.619230,14.932460
147.648390-132.619230,15.029160
147.680620-132.619230,15.061390
147.696740-132.619230,15.077510
147.712860-132.619230,15.093630
147.753150-132.619230,15.133920
147.793440-132.619230,15.174210
148.510650-132.619230,15.891420
148.526770-132.619230,15.907540
132.683700-132.651470,0.032230
132.740110-132.651470,0.088640
132.764290-132.651470,0.112820
132.780400-132.651470,0.128930
132.836810-132.651470,0.185340
132.852930-132.651470,0.201460
132.877100-132.651470,0.225630
132.909340-132.651470,0.257870
134.956210-132.651470,2.304740
136.954720-132.651470,4.303250
136.995010-132.651470,4.343540
137.752520-132.651470,5.101050
137.816980-132.651470,5.165510
137.833100-132.651470,5.181630
137.849220-132.651470,5.197750
137.865330-132.651470,5.213860
137.889510-132.651470,5.238040
137.905630-132.651470,5.254160
137.921740-132.651470,5.270270
137.953980-132.651470,5.302510
137.978150-132.651470,5.326680
138.018450-132.651470,5.366980
138.058740-132.651470,5.407270
138.784010-132.651470,6.132540
138.816240-132.651470,6.164770
141.016220-132.651470,8.364750
141.411090-132.651470,8.759620
141.523910-132.651470,8.872440
141.620610-132.651470,8.969140
141.652840-132.651470,9.001370
141.685080-132.651470,9.033610
141.717310-132.651470,9.065840
142.023540-132.651470,9.372070
142.619870-132.651470,9.968400
142.644040-132.651470,9.992570
142.756860-132.651470,10.105390
142.789100-132.651470,10.137630
142.805210-132.651470,10.153740
142.853560-132.651470,10.202090
142.885800-132.651470,10.234330
142.918030-132.651470,10.266560
142.974440-132.651470,10.322970
143.030850-132.651470,10.379380
143.256490-132.651470,10.605020
146.318730-132.651470,13.667260
147.551690-132.651470,14.900220
147.648390-132.651470,14.996920
147.680620-132.651470,15.029150
147.696740-132.651470,15.045270
147.712860-132.651470,15.061390
147.753150-132.651470,15.101680
147.793440-132.651470,15.141970
148.510650-132.651470,15.859180
148.526770-132.651470,15.875300
132.740110-132.683700,0.056410
132.764290-132.683700,0.080590
132.780400-132.683700,0.096700
132.836810-132.683700,0.153110
132.852930-132.683700,0.169230
132.877100-132.683700,0.193400
132.909340-132.683700,0.225640
134.956210-132.683700,2.272510
136.954720-132.683700,4.271020
136.995010-132.683700,4.311310
137.752520-132.683700,5.068820
137.816980-132.683700,5.133280
137.833100-132.683700,5.149400
137.849220-132.683700,5.165520
137.865330-132.683700,5.181630
137.889510-132.683700,5.205810
137.905630-132.683700,5.221930
137.921740-132.683700,5.238040
137.953980-132.683700,5.270280
137.978150-132.683700,5.294450
138.018450-132.683700,5.334750
138.058740-132.683700,5.375040
138.784010-132.683700,6.100310
138.816240-132.683700,6.132540
141.016220-132.683700,8.332520
141.411090-132.683700,8.727390
141.523910-132.683700,8.840210
141.620610-132.683700,8.936910
141.652840-132.683700,8.969140
141.685080-132.683700,9.001380
141.717310-132.683700,9.033610
142.023540-132.683700,9.339840
142.619870-132.683700,9.936170
142.644040-132.683700,9.960340
142.756860-132.683700,10.073160
142.789100-132.683700,10.105400
142.805210-132.683700,10.121510
142.853560-132.683700,10.169860
142.885800-132.683700,10.202100
142.918030-132.683700,10.234330
142.974440-132.683700,10.290740
143.030850-132.683700,10.347150
143.256490-132.683700,10.572790
146.318730-132.683700,13.635030
147.551690-132.683700,14.867990
147.648390-132.683700,14.964690
147.680620-132.683700,14.996920
147.696740-132.683700,15.013040
147.712860-132.683700,15.029160
147.753150-132.683700,15.069450
147.793440-132.683700,15.109740
148.510650-132.683700,15.826950
148.526770-132.683700,15.843070
132.764290-132.740110,0.024180
132.780400-132.740110,0.040290
132.836810-132.740110,0.096700
132.852930-132.740110,0.112820
132.877100-132.740110,0.136990
132.909340-132.740110,0.169230
134.956210-132.740110,2.216100
136.954720-132.740110,4.214610
136.995010-132.740110,4.254900
137.752520-132.740110,5.012410
137.816980-132.740110,5.076870
137.833100-132.740110,5.092990
137.849220-132.740110,5.109110
137.865330-132.740110,5.125220
137.889510-132.740110,5.149400
137.905630-132.740110,5.165520
137.921740-132.740110,5.181630
137.953980-132.740110,5.213870
137.978150-132.740110,5.238040
138.018450-132.740110,5.278340
138.058740-132.740110,5.318630
138.784010-132.740110,6.043900
138.816240-132.740110,6.076130
141.016220-132.740110,8.276110
141.411090-132.740110,8.670980
141.523910-132.740110,8.783800
141.620610-132.740110,8.880500
141.652840-132.740110,8.912730
141.685080-132.740110,8.944970
141.717310-132.740110,8.977200
142.023540-132.740110,9.283430
142.619870-132.740110,9.879760
142.644040-132.740110,9.903930
142.756860-132.740110,10.016750
142.789100-132.740110,10.048990
142.805210-132.740110,10.065100
142.853560-132.740110,10.113450
142.885800-132.740110,10.145690
142.918030-132.740110,10.177920
142.974440-132.740110,10.234330
143.030850-132.740110,10.290740
143.256490-132.740110,10.516380
146.318730-132.740110,13.578620
147.551690-132.740110,14.811580
147.648390-132.740110,14.908280
147.680620-132.740110,14.940510
147.696740-132.740110,14.956630
147.712860-132.740110,14.972750
147.753150-132.740110,15.013040
147.793440-132.740110,15.053330
148.510650-132.740110,15.770540
148.526770-132.740110,15.786660
132.780400-132.764290,0.016110
132.836810-132.764290,0.072520
132.852930-132.764290,0.088640
132.877100-132.764290,0.112810
132.909340-132.764290,0.145050
134.956210-132.764290,2.191920
136.954720-132.764290,4.190430
136.995010-132.764290,4.230720
137.752520-132.764290,4.988230
137.816980-132.764290,5.052690
137.833100-132.764290,5.068810
137.849220-132.764290,5.084930
137.865330-132.764290,5.101040
137.889510-132.764290,5.125220
137.905630-132.764290,5.141340
137.921740-132.764290,5.157450
137.953980-132.764290,5.189690
137.978150-132.764290,5.213860
138.018450-132.764290,5.254160
138.058740-132.764290,5.294450
138.784010-132.764290,6.019720
138.816240-132.764290,6.051950
141.016220-132.764290,8.251930
141.411090-132.764290,8.646800
141.523910-132.764290,8.759620
141.620610-132.764290,8.856320
141.652840-132.764290,8.888550
141.685080-132.764290,8.920790
141.717310-132.764290,8.953020
142.023540-132.764290,9.259250
142.619870-132.764290,9.855580
142.644040-132.764290,9.879750
142.756860-132.764290,9.992570
142.789100-132.764290,10.024810
142.805210-132.764290,10.040920
142.853560-132.764290,10.089270
142.885800-132.764290,10.121510
142.918030-132.764290,10.153740
142.974440-132.764290,10.210150
143.030850-132.764290,10.266560
143.256490-132.764290,10.492200
146.318730-132.764290,13.554440
147.551690-132.764290,14.787400
147.648390-132.764290,14.884100
147.680620-132.764290,14.916330
147.696740-132.764290,14.932450
147.712860-132.764290,14.948570
147.753150-132.764290,14.988860
147.793440-132.764290,15.029150
148.510650-132.764290,15.746360
148.526770-132.764290,15.762480
132.836810-132.780400,0.056410
132.852930-132.780400,0.072530
132.877100-132.780400,0.096700
132.909340-132.780400,0.128940
134.956210-132.780400,2.175810
136.954720-132.780400,4.174320
136.995010-132.780400,4.214610
137.752520-132.780400,4.972120
137.816980-132.780400,5.036580
137.833100-132.780400,5.052700
137.849220-132.780400,5.068820
137.865330-132.780400,5.084930
137.889510-132.780400,5.109110
137.905630-132.780400,5.125230
137.921740-132.780400,5.141340
137.953980-132.780400,5.173580
137.978150-132.780400,5.197750
138.018450-132.780400,5.238050
138.058740-132.780400,5.278340
138.784010-132.780400,6.003610
138.816240-132.780400,6.035840
141.016220-132.780400,8.235820
141.411090-132.780400,8.630690
141.523910-132.780400,8.743510
141.620610-132.780400,8.840210
141.652840-132.780400,8.872440
141.685080-132.780400,8.904680
141.717310-132.780400,8.936910
142.023540-132.780400,9.243140
142.619870-132.780400,9.839470
142.644040-132.780400,9.863640
142.756860-132.780400,9.976460
142.789100-132.780400,10.008700
142.805210-132.780400,10.024810
142.853560-132.780400,10.073160
142.885800-132.780400,10.105400
142.918030-132.780400,10.137630
142.974440-132.780400,10.194040
143.030850-132.780400,10.250450
143.256490-132.780400,10.476090
146.318730-132.780400,13.538330
147.551690-132.780400,14.771290
147.648390-132.780400,14.867990
147.680620-132.780400,14.900220
147.696740-132.780400,14.916340
147.712860-132.780400,14.932460
147.753150-132.780400,14.972750
147.793440-132.780400,15.013040
148.510650-132.780400,15.730250
148.526770-132.780400,15.746370
132.852930-132.836810,0.016120
132.877100-132.836810,0.040290
132.909340-132.836810,0.072530
134.956210-132.836810,2.119400
136.954720-132.836810,4.117910
136.995010-132.836810,4.158200
137.752520-132.836810,4.915710
137.816980-132.836810,4.980170
137.833100-132.836810,4.996290
137.849220-132.836810,5.012410
137.865330-132.836810,5.028520
137.889510-132.836810,5.052700
137.905630-132.836810,5.068820
137.921740-132.836810,5.084930
137.953980-132.836810,5.117170
137.978150-132.836810,5.141340
138.018450-132.836810,5.181640
138.058740-132.836810,5.221930
138.784010-132.836810,5.947200
138.816240-132.836810,5.979430
141.016220-132.836810,8.179410
141.411090-132.836810,8.574280
141.523910-132.836810,8.687100
141.620610-132.836810,8.783800
141.652840-132.836810,8.816030
141.685080-132.836810,8.848270
141.717310-132.836810,8.880500
142.023540-132.836810,9.186730
142.619870-132.836810,9.783060
142.644040-132.836810,9.807230
142.756860-132.836810,9.920050
142.789100-132.836810,9.952290
142.805210-132.836810,9.968400
142.853560-132.836810,10.016750
142.885800-132.836810,10.048990
142.918030-132.836810,10.081220
142.974440-132.836810,10.137630
143.030850-132.836810,10.194040
143.256490-132.836810,10.419680
146.318730-132.836810,13.481920
147.551690-132.836810,14.714880
147.648390-132.836810,14.811580
147.680620-132.836810,14.843810
147.696740-132.836810,14.859930
147.712860-132.836810,14.876050
147.753150-132.836810,14.916340
147.793440-132.836810,14.956630
148.510650-132.836810,15.673840
148.526770-132.836810,15.689960
132.877100-132.852930,0.024170
132.909340-132.852930,0.056410
134.956210-132.852930,2.103280
136.954720-132.852930,4.101790
136.995010-132.852930,4.142080
137.752520-132.852930,4.899590
137.816980-132.852930,4.964050
137.833100-132.852930,4.980170
137.849220-132.852930,4.996290
137.865330-132.852930,5.012400
137.889510-132.852930,5.036580
137.905630-132.852930,5.052700
137.921740-132.852930,5.068810
137.953980-132.852930,5.101050
137.978150-132.852930,5.125220
138.018450-132.852930,5.165520
138.058740-132.852930,5.205810
138.784010-132.852930,5.931080
138.816240-132.852930,5.963310
141.016220-132.852930,8.163290
141.411090-132.852930,8.558160
141.523910-132.852930,8.670980
141.620610-132.852930,8.767680
141.652840-132.852930,8.799910
141.685080-132.852930,8.832150
141.717310-132.852930,8.864380
142.023540-132.852930,9.170610
142.619870-132.852930,9.766940
142.644040-132.852930,9.791110
142.756860-132.852930,9.903930
142.789100-132.852930,9.936170
142.805210-132.852930,9.952280
142.853560-132.852930,10.000630
142.885800-132.852930,10.032870
142.918030-132.852930,10.065100
142.974440-132.852930,10.121510
143.030850-132.852930,10.177920
143.256490-132.852930,10.403560
146.318730-132.852930,13.465800
147.551690-132.852930,14.698760
147.648390-132.852930,14.795460
147.680620-132.852930,14.827690
147.696740-132.852930,14.843810
147.712860-132.852930,14.859930
147.753150-132.852930,14.900220
147.793440-132.852930,14.940510
148.510650-132.852930,15.657720
148.526770-132.852930,15.673840
132.909340-132.877100,0.032240
134.956210-132.877100,2.079110
136.954720-132.877100,4.077620
136.995010-132.877100,4.117910
137.752520-132.877100,4.875420
137.816980-132.877100,4.939880
137.833100-132.877100,4.956000
137.849220-132.877100,4.972120
137.865330-132.877100,4.988230
137.889510-132.877100,5.012410
137.905630-132.877100,5.028530
137.921740-132.877100,5.044640
137.953980-132.877100,5.076880
137.978150-132.877100,5.101050
138.018450-132.877100,5.141350
138.058740-132.877100,5.181640
138.784010-132.877100,5.906910
138.816240-132.877100,5.939140
141.016220-132.877100,8.139120
141.411090-132.877100,8.533990
141.523910-132.877100,8.646810
141.620610-132.877100,8.743510
141.652840-132.877100,8.775740
141.685080-132.877100,8.807980
141.717310-132.877100,8.840210
142.023540-132.877100,9.146440
142.619870-132.877100,9.742770
142.644040-132.877100,9.766940
142.756860-132.877100,9.879760
142.789100-132.877100,9.912000
142.805210-132.877100,9.928110
142.853560-132.877100,9.976460
142.885800-132.877100,10.008700
142.918030-132.877100,10.040930
142.974440-132.877100,10.097340
143.030850-132.877100,10.153750
143.256490-132.877100,10.379390
146.318730-132.877100,13.441630
147.551690-132.877100,14.674590
147.648390-132.877100,14.771290
147.680620-132.877100,14.803520
147.696740-132.877100,14.819640
147.712860-132.877100,14.835760
147.753150-132.877100,14.876050
147.793440-132.877100,14.916340
148.510650-132.877100,15.633550
148.526770-132.877100,15.649670
134.956210-132.909340,2.046870
136.954720-132.909340,4.045380
136.995010-132.909340,4.085670
137.752520-132.909340,4.843180
137.816980-132.909340,4.907640
137.833100-132.909340,4.923760
137.849220-132.909340,4.939880
137.865330-132.909340,4.955990
137.889510-132.909340,4.980170
137.905630-132.909340,4.996290
137.921740-132.909340,5.012400
137.953980-132.909340,5.044640
137.978150-132.909340,5.068810
138.018450-132.909340,5.109110
138.058740-132.909340,5.149400
138.784010-132.909340,5.874670
138.816240-132.909340,5.906900
141.016220-132.909340,8.106880
141.411090-132.909340,8.501750
141.523910-132.909340,8.614570
141.620610-132.909340,8.711270
141.652840-132.909340,8.743500
141.685080-132.909340,8.775740
141.717310-132.909340,8.807970
142.023540-132.909340,9.114200
142.619870-132.909340,9.710530
142.644040-132.909340,9.734700
142.756860-132.909340,9.847520
142.789100-132.909340,9.879760
142.805210-132.909340,9.895870
142.853560-132.909340,9.944220
142.885800-132.909340,9.976460
142.918030-132.909340,10.008690
142.974440-132.909340,10.065100
143.030850-132.909340,10.121510
143.256490-132.909340,10.347150
146.318730-132.909340,13.409390
147.551690-132.909340,14.642350
147.648390-132.909340,14.739050
147.680620-132.909340,14.771280
147.696740-132.909340,14.787400
147.712860-132.909340,14.803520
147.753150-132.909340,14.843810
147.793440-132.909340,14.884100
148.510650-132.909340,15.601310
148.526770-132.909340,15.617430
136.954720-134.956210,1.998510
136.995010-134.956210,2.038800
137.752520-134.956210,2.796310
137.816980-134.956210,2.860770
137.833100-134.956210,2.876890
137.849220-134.956210,2.893010
137.865330-134.956210,2.909120
137.889510-134.956210,2.933300
137.905630-134.956210,2.949420
137.921740-134.956210,2.965530
137.953980-134.956210,2.997770
137.978150-134.956210,3.021940
138.018450-134.956210,3.062240
138.058740-134.956210,3.102530
138.784010-134.956210,3.827800
138.816240-134.956210,3.860030
141.016220-134.956210,6.060010
141.411090-134.956210,6.454880
141.523910-134.956210,6.567700
141.620610-134.956210,6.664400
141.652840-134.956210,6.696630
141.685080-134.956210,6.728870
141.717310-134.956210,6.761100
142.023540-134.956210,7.067330
142.619870-134.956210,7.663660
142.644040-134.956210,7.687830
142.756860-134.956210,7.800650
142.789100-134.956210,7.832890
142.805210-134.956210,7.849000
142.853560-134.956210,7.897350
142.885800-134.956210,7.929590
142.918030-134.956210,7.961820
142.974440-134.956210,8.018230
143.030850-134.956210,8.074640
143.256490-134.956210,8.300280
146.318730-134.956210,11.362520
147.551690-134.956210,12.595480
147.648390-134.956210,12.692180
147.680620-134.956210,12.724410
147.696740-134.956210,12.740530
147.712860-134.956210,12.756650
147.753150-134.956210,12.796940
147.793440-134.956210,12.837230
148.510650-134.956210,13.554440
148.526770-134.956210,13.570560
136.995010-136.954720,0.040290
137.752520-136.954720,0.797800
137.816980-136.954720,0.862260
137.833100-136.954720,0.878380
137.849220-136.954720,0.894500
137.865330-136.954720,0.910610
137.889510-136.954720,0.934790
137.905630-136.954720,0.950910
137.921740-136.954720,0.967020
137.953980-136.954720,0.999260
137.978150-136.954720,1.023430
138.018450-136.954720,1.063730
138.058740-136.954720,1.104020
138.784010-136.954720,1.829290
138.816240-136.954720,1.861520
141.016220-136.954720,4.061500
141.411090-136.954720,4.456370
141.523910-136.954720,4.569190
141.620610-136.954720,4.665890
141.652840-136.954720,4.698120
141.685080-136.954720,4.730360
141.717310-136.954720,4.762590
142.023540-136.954720,5.068820
142.619870-136.954720,5.665150
142.644040-136.954720,5.689320
142.756860-136.954720,5.802140
142.789100-136.954720,5.834380
142.805210-136.954720,5.850490
142.853560-136.954720,5.898840
142.885800-136.954720,5.931080
142.918030-136.954720,5.963310
142.974440-136.954720,6.019720
143.030850-136.954720,6.076130
143.256490-136.954720,6.301770
146.318730-136.954720,9.364010
147.551690-136.954720,10.596970
147.648390-136.954720,10.693670
147.680620-136.954720,10.725900
147.696740-136.954720,10.742020
147.712860-136.954720,10.758140
147.753150-136.954720,10.798430
147.793440-136.954720,10.838720
148.510650-136.954720,11.555930
148.526770-136.954720,11.572050
137.752520-136.995010,0.757510
137.816980-136.995010,0.821970
137.833100-136.995010,0.838090
137.849220-136.995010,0.854210
137.865330-136.995010,0.870320
137.889510-136.995010,0.894500
137.905630-136.995010,0.910620
137.921740-136.995010,0.926730
137.953980-136.995010,0.958970
137.978150-136.995010,0.983140
138.018450-136.995010,1.023440
138.058740-136.995010,1.063730
138.784010-136.995010,1.789000
138.816240-136.995010,1.821230
141.016220-136.995010,4.021210
141.411090-136.995010,4.416080
141.523910-136.995010,4.528900
141.620610-136.995010,4.625600
141.652840-136.995010,4.657830
141.685080-136.995010,4.690070
141.717310-136.995010,4.722300
142.023540-136.995010,5.028530
142.619870-136.995010,5.624860
142.644040-136.995010,5.649030
142.756860-136.995010,5.761850
142.789100-136.995010,5.794090
142.805210-136.995010,5.810200
142.853560-136.995010,5.858550
142.885800-136.995010,5.890790
142.918030-136.995010,5.923020
142.974440-136.995010,5.979430
143.030850-136.995010,6.035840
143.256490-136.995010,6.261480
146.318730-136.995010,9.323720
147.551690-136.995010,10.556680
147.648390-136.995010,10.653380
147.680620-136.995010,10.685610
147.696740-136.995010,10.701730
147.712860-136.995010,10.717850
147.753150-136.995010,10.758140
147.793440-136.995010,10.798430
148.510650-136.995010,11.515640
148.526770-136.995010,11.531760
137.816980-137.752520,0.064460
137.833100-137.752520,0.080580
137.849220-137.752520,0.096700
137.865330-137.752520,0.112810
137.889510-137.752520,0.136990
137.905630-137.752520,0.153110
137.921740-137.752520,0.169220
137.953980-137.752520,0.201460
137.978150-137.752520,0.225630
138.018450-137.752520,0.265930
138.058740-137.752520,0.306220
138.784010-137.752520,1.031490
138.816240-137.752520,1.063720
141.016220-137.752520,3.263700
141.411090-137.752520,3.658570
141.523910-137.752520,3.771390
141.620610-137.752520,3.868090
141.652840-137.752520,3.900320
141.685080-137.752520,3.932560
141.717310-137.752520,3.964790
142.023540-137.752520,4.271020
142.619870-137.752520,4.867350
142.644040-137.752520,4.891520
142.756860-137.752520,5.004340
142.789100-137.752520,5.036580
142.805210-137.752520,5.052690
142.853560-137.752520,5.101040
142.885800-137.752520,5.133280
142.918030-137.752520,5.165510
142.974440-137.752520,5.221920
143.030850-137.752520,5.278330
143.256490-137.752520,5.503970
146.318730-137.752520,8.566210
147.551690-137.752520,9.799170
147.648390-137.752520,9.895870
147.680620-137.752520,9.928100
147.696740-137.752520,9.944220
147.712860-137.752520,9.960340
147.753150-137.752520,10.000630
147.793440-137.752520,10.040920
148.510650-137.752520,10.758130
148.526770-137.752520,10.774250
137.833100-137.816980,0.016120
137.849220-137.816980,0.032240
137.865330-137.816980,0.048350
137.889510-137.816980,0.072530
137.905630-137.816980,0.088650
137.921740-137.816980,0.104760
137.953980-137.816980,0.137000
137.978150-137.816980,0.161170
138.018450-137.816980,0.201470
138.058740-137.816980,0.241760
138.784010-137.816980,0.967030
138.816240-137.816980,0.999260
141.016220-137.816980,3.199240
141.411090-137.816980,3.594110
141.523910-137.816980,3.706930
141.620610-137.816980,3.803630
141.652840-137.816980,3.835860
